"","CondRules","ResRules","Support","Confidence","Lift"
"1419","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.221
"1420","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.463
"1421","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,12.13,1.006
"1422","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,13.11,1.087
"1423","EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.43,100,1.087
"1424","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.43,100,1.006
"1425","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.43,99.91,1.463
"1426","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.43,98.64,1.919
"1427","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.43,43.92,3.478
"1428","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.43,100,1.093
"1429","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP",12.43,99.91,1.463
"1430","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CLOSE",12.43,98.64,1.919
"1431","EVENT_READ,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.43,43.92,3.48
"1432","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP",12.43,99.91,1.464
"1433","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CLOSE",12.43,98.64,1.92
"1434","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.43,43.9,3.478
"1435","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CLOSE",12.43,98.55,3.48
"1436","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.2,1.92
"1437","EVENT_OPEN,EVENT_READ,EVENT_MMAP","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.22,1.464
"1438","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP",12.43,99.91,1.464
"1439","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",12.43,98.64,1.92
"1440","EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.43,43.9,3.48
"1441","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.478
"1442","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.2,1.92
"1443","EVENT_READ,EVENT_MMAP","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.22,1.464
"1444","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_MMAP,EVENT_CLOSE",12.43,98.5,3.48
"1445","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.19,1.919
"1446","EVENT_OPEN,EVENT_MMAP","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.2,1.463
"1447","EVENT_OPEN,EVENT_READ","EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,13.6,1.093
"1448","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CLOSE",12.43,98.46,3.478
"1449","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.43,24.19,1.919
"1450","EVENT_MMAP","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,18.2,1.463
"1451","EVENT_READ","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,12.51,1.006
"1452","EVENT_OPEN","EVENT_READ,EVENT_MMAP,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.43,13.52,1.087
"1453","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN",10.01,100,1.087
"1454","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ",10.01,100,1.006
"1455","EVENT_OPEN,EVENT_READ,EVENT_CONNECT,EVENT_CLOSE","EVENT_CREATE_OBJECT",10.01,100,7.55
"1456","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CONNECT",10.01,78.02,7.668
"1457","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_CLOSE",10.01,98.59,1.918
"1458","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ",10.01,100,1.093
"1459","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT",10.01,100,7.582
"1460","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CONNECT",10.01,78.02,7.681
"1461","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_CLOSE",10.01,98.54,1.917
"1462","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT",10.01,100,7.566
"1463","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ,EVENT_CONNECT",10.01,78.02,7.681
"1464","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_READ,EVENT_CLOSE",10.01,98.54,1.918
"1465","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.48,1.915
"1466","EVENT_OPEN,EVENT_READ,EVENT_CONNECT","EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.59,7.686
"1467","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_CONNECT,EVENT_CLOSE",10.01,75.92,7.586
"1468","EVENT_CONNECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",10.01,100,7.586
"1469","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CONNECT",10.01,78.02,7.686
"1470","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",10.01,98.37,1.915
"1471","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.48,1.918
"1472","EVENT_READ,EVENT_CONNECT","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.681
"1473","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CONNECT,EVENT_CLOSE",10.01,75.72,7.566
"1474","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.917
"1475","EVENT_OPEN,EVENT_CONNECT","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.54,7.681
"1476","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CONNECT,EVENT_CLOSE",10.01,75.89,7.582
"1477","EVENT_OPEN,EVENT_READ","EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.94,1.093
"1478","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.01,19.47,1.918
"1479","EVENT_CONNECT","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",10.01,98.37,7.668
"1480","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CONNECT,EVENT_CLOSE",10.01,75.56,7.55
"1481","EVENT_READ","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.07,1.006
"1482","EVENT_OPEN","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CONNECT,EVENT_CLOSE",10.01,10.88,1.087
"1483","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.07,100,1.087
"1484","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ",12.07,100,1.006
"1485","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.07,96.97,7.321
"1486","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_CLOSE",12.07,100,1.945
"1487","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.449
"1488","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ",12.07,100,1.093
"1489","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CREATE_OBJECT",12.07,96.97,7.352
"1490","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CLOSE",12.07,99.95,1.945
"1491","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.453
"1492","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CREATE_OBJECT",12.07,96.97,7.337
"1493","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CLOSE",12.07,99.95,1.946
"1494","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.453
"1495","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.65,7.456
"1496","EVENT_OPEN,EVENT_READ,EVENT_CLOSE","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.49,1.945
"1497","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.54,7.356
"1498","EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT",12.07,96.97,7.356
"1499","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CLOSE",12.07,99.91,1.945
"1500","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CHANGE_PRINCIPAL",12.07,94.07,7.456
"1501","EVENT_READ,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.6,7.453
"1502","EVENT_READ,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.49,1.946
"1503","EVENT_READ,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.3,7.337
"1504","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.6,7.453
"1505","EVENT_OPEN,EVENT_CLOSE","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.48,1.945
"1506","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.5,7.352
"1507","EVENT_OPEN,EVENT_READ","EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,13.2,1.093
"1508","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.07,95.56,7.449
"1509","EVENT_CLOSE","EVENT_OPEN,EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.07,23.48,1.945
"1510","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_READ,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,91.11,7.321
"1511","EVENT_READ","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,12.14,1.006
"1512","EVENT_OPEN","EVENT_READ,EVENT_CREATE_OBJECT,EVENT_CLOSE,EVENT_CHANGE_PRINCIPAL",12.07,13.12,1.087
"1513","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN",10.03,100,1.087
"1514","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_LSEEK",10.03,100,1.463
"1515","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_MMAP",10.03,98.76,1.446
"1516","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT","EVENT_CREATE_OBJECT",10.03,100,7.55
"1517","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CONNECT",10.03,76.83,7.551
"1518","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK",10.03,100,1.463
"1519","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_MMAP",10.03,98.76,1.446
"1520","EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_CREATE_OBJECT",10.03,100,7.582
"1521","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CONNECT",10.03,76.83,7.564
"1522","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_LSEEK,EVENT_MMAP",10.03,98.76,1.449
"1523","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT","EVENT_LSEEK,EVENT_CREATE_OBJECT",10.03,100,7.586
"1524","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CONNECT",10.03,76.8,7.561
"1525","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT","EVENT_MMAP,EVENT_CREATE_OBJECT",10.03,98.76,7.561
"1526","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CONNECT",10.03,76.1,7.586
"1527","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.72,1.446
"1528","EVENT_CREATE_OBJECT,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",10.03,98.59,1.446
"1529","EVENT_MMAP,EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",10.03,100,7.586
"1530","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CONNECT",10.03,76.8,7.561
"1531","EVENT_LSEEK,EVENT_CONNECT","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT",10.03,98.76,7.561
"1532","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_MMAP,EVENT_CONNECT",10.03,76.1,7.586
"1533","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.72,1.449
"1534","EVENT_OPEN,EVENT_CONNECT","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",10.03,98.76,7.564
"1535","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT",10.03,76.06,7.582
"1536","EVENT_OPEN,EVENT_MMAP","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.69,1.446
"1537","EVENT_OPEN,EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.68,1.463
"1538","EVENT_CONNECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",10.03,98.59,7.551
"1539","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CONNECT",10.03,75.73,7.55
"1540","EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.69,1.446
"1541","EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,14.68,1.463
"1542","EVENT_OPEN","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CONNECT",10.03,10.91,1.087
"1543","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN",12.81,100,1.087
"1544","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_LSEEK",12.81,99.96,1.463
"1545","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_MMAP",12.81,99.87,1.462
"1546","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_CREATE_OBJECT",12.81,45.33,3.422
"1547","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CLOSE",12.81,98.07,1.908
"1548","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK",12.81,99.96,1.463
"1549","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP",12.81,99.87,1.462
"1550","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_CREATE_OBJECT",12.81,45.33,3.437
"1551","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CLOSE",12.81,98.07,1.908
"1552","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_LSEEK,EVENT_MMAP",12.81,99.82,1.464
"1553","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE","EVENT_LSEEK,EVENT_CREATE_OBJECT",12.81,45.21,3.43
"1554","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CLOSE",12.81,98.03,3.467
"1555","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE","EVENT_MMAP,EVENT_CREATE_OBJECT",12.81,45.29,3.467
"1556","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CLOSE",12.81,97.14,3.43
"1557","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.79,1.464
"1558","EVENT_CREATE_OBJECT,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",12.81,99.82,1.464
"1559","EVENT_MMAP,EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",12.81,45.21,3.43
"1560","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CLOSE",12.81,98.03,3.467
"1561","EVENT_LSEEK,EVENT_CLOSE","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT",12.81,45.29,3.467
"1562","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_MMAP,EVENT_CLOSE",12.81,97.14,3.43
"1563","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.79,1.464
"1564","EVENT_OPEN,EVENT_CLOSE","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.81,24.91,1.908
"1565","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.81,97.09,3.437
"1566","EVENT_OPEN,EVENT_MMAP","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.75,1.462
"1567","EVENT_OPEN,EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.74,1.463
"1568","EVENT_CLOSE","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.81,24.91,1.908
"1569","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CLOSE",12.81,96.68,3.422
"1570","EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.75,1.462
"1571","EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,18.74,1.463
"1572","EVENT_OPEN","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CLOSE",12.81,13.92,1.087
"1573","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN",12.06,100,1.087
"1574","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK",12.06,100,1.463
"1575","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP",12.06,99.86,1.462
"1576","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_CREATE_OBJECT",12.06,95.69,7.224
"1577","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_CHANGE_PRINCIPAL",12.06,92.33,7.312
"1578","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK",12.06,100,1.463
"1579","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP",12.06,99.86,1.462
"1580","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_CREATE_OBJECT",12.06,95.69,7.255
"1581","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL",12.06,92.33,7.315
"1582","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP",12.06,99.86,1.465
"1583","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_CREATE_OBJECT",12.06,95.64,7.255
"1584","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.315
"1585","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.56,7.315
"1586","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.45,7.255
"1587","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.69,1.464
"1588","EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP",12.06,99.81,1.464
"1589","EVENT_MMAP,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT",12.06,95.64,7.255
"1590","EVENT_MMAP,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL",12.06,92.29,7.315
"1591","EVENT_LSEEK,EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.56,7.315
"1592","EVENT_LSEEK,EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.45,7.255
"1593","EVENT_LSEEK,EVENT_MMAP","EVENT_OPEN,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.69,1.465
"1594","EVENT_OPEN,EVENT_CHANGE_PRINCIPAL","EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.51,7.315
"1595","EVENT_OPEN,EVENT_CREATE_OBJECT","EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.41,7.255
"1596","EVENT_OPEN,EVENT_MMAP","EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.462
"1597","EVENT_OPEN,EVENT_LSEEK","EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.463
"1598","EVENT_CHANGE_PRINCIPAL","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CREATE_OBJECT",12.06,95.47,7.312
"1599","EVENT_CREATE_OBJECT","EVENT_OPEN,EVENT_LSEEK,EVENT_MMAP,EVENT_CHANGE_PRINCIPAL",12.06,91.02,7.224
"1600","EVENT_MMAP","EVENT_OPEN,EVENT_LSEEK,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.65,1.462
"1601","EVENT_LSEEK","EVENT_OPEN,EVENT_MMAP,EVENT_CREATE_OBJECT,EVENT_CHANGE_PRINCIPAL",12.06,17.64,1.463
